English	Pin Yin	Chinese	Audio	SpoodFed order
The disaster area needs assistance.	Zāiqū xūyào zhīyuán.	灾区需要支援。	[sound:tmpp3rfzw.mp3]	7806
One after another, we donated goods to the disaster area.	Wǒmen fēnfēn xiàng zāiqū juānxiàn wùpǐn.	我们纷纷向灾区捐献物品。	[sound:tmpiix3h0.mp3]	7807
We're trying to raise funds for the disaster area.	Wǒmen zhèngzài wèi zāiqū chóukuǎn.	我们正在为灾区筹款。	[sound:tmpwmu7sn.mp3]	7808
There was a quarrel between them.	Tāmen zhījiān fāshēngle yīdiǎn jiūgé.	他们之间发生了一点纠葛。	[sound:tmp8dldnt.mp3]	7809
This month's expenses have exceeded the limit.	Zhè gè yuè de kāixiao chāochū xiànzhì le.	这个月的开销超出限制了。	[sound:tmpxdvjbj.mp3]	7810
Critics are coming down hard on tightened economic restrictions.	duì yángé xiànzhì jīngjì de pīpíng fēngyōngérlái .	对严格限制经济的批评蜂拥而来。	[sound:332518.mp3]	7811
Everything in the room is dusty.	Fángjiān lǐ jīmǎnle huīchén.	房间里积满了灰尘。	[sound:tmpnx1ohe.mp3]	7812
She's lying in the chair, sunbathing.	Tā tǎng zài yǐzi shàng shài rìguāngyù.	她躺在椅子上晒日光浴。	[sound:tmp3br0y7.mp3]	7813
I am eating the soup with a spoon.	Wǒ yòng tāngchí hē tāng.	我用汤匙喝汤。	[sound:tmpeq7gmx.mp3]	7814
The Chinese people practice the custom of ancestor worship.	Zhōngguórén yǒu bàijì zǔzōng de xísú.	中国人有拜祭祖宗的习俗。	[sound:tmpticsis.mp3]	7815
She sneezed once.	Tā dǎle yī gè pēntì.	她打了一个喷嚏。	[sound:tmp8dkkvr.mp3]	7816
He is a corrupt official who abuses power.	Tā shì ge lànyòng zhíquán de tānguān.	他是个滥用职权的贪官。	[sound:tmpiyqmhn.mp3]	7817
She won't allow her husband to go out.	Tā bù yǔnxǔ zhàngfu chūmén.	她不允许丈夫出门。	[sound:tmperqoog.mp3]	7818
The government didn't permit him to go abroad.	Zhèngfǔ bù yǔnxǔ tā chūguó.	政府不允许他出国。	[sound:tmpbrgstm.mp3]	7819
Make sure that you have the correct dosage when taking medicine.	Fúyào yào zhǎngwò hǎo jìliàng.	服药要掌握好剂量。	[sound:tmp99dlbw.mp3]	7820
Blood circulates through the body.	Xuèyè zài tǐnèi xúnhuán.	血液在体内循环。	[sound:tmpsmqynp.mp3]	7821
It's Chinese New Year, we should set off fireworks.	Guònián le, wǒmen dōu yào fàng yànhuǒ.	过年了，我们都要放焰火。	[sound:tmpdyp8ko.mp3]	7822
Diamonds are made of carbon.	Jīngāngshí yóu tàn zǔchéng.	金刚石由碳组成。	[sound:tmppkj0bu.mp3]	7823
I eat potatoes every day.	Wǒ měi tiān dōu chī mǎlíngshǔ.	我每天都吃马铃薯。	[sound:tmpmc_ioa.mp3]	7824
Versailles is splendid in green and gold.	Fán'ěrsàigōng jīnbì-huīhuáng.	凡尔赛宫金碧辉煌。	[sound:tmplgkpze.mp3]	7825
I feel a little guilty that I didn't invite him to join the celebration. <br /> I didn't invite him to the party. I feel guilty about it.	wǒ méi qǐng tā lái cānjiā qìngzhù huì , gǎndào yǒudiǎn nèijiù .	我没请他来参加庆祝会，感到有点内疚。	[sound:334740.mp3]	7826
There's a sluice gate on the river.	Héshàng miàn yǒu yī dào shuǐzhá.	河上面有一道水闸。	[sound:tmpdm_ptj.mp3]	7827
A large shoal extends from here.	Zhèli yánshēn chū yī dà piàn shāzhōu.	这里延伸出一大片沙洲。	[sound:tmpdfoijw.mp3]	7828
The magnets attract each other.	Cítiě hùxiāng xīyǐn.	磁铁互相吸引。	[sound:tmpi1lauo.mp3]	7829
The brush fire brought disaster to the village.	Shānhuǒ lìng cūnzhuāng zāoyāng.	山火令村庄遭殃。	[sound:tmppanqhr.mp3]	7830
It's late at night and the street is quiet.	Yè shēn le, jiēshang qiǎorán wúshēng.	夜深了，街上悄然无声。	[sound:tmpoytosn.mp3]	7831
She's got many medals of honor.	Tā huòdéle hěn duō róngyù xūnzhāng.	她获得了很多荣誉勋章。	[sound:tmpix8sxe.mp3]	7832
He's an old fisherman.	Tā shì gè lǎo yúwēng.	他是个老渔翁。	[sound:tmpw8d6s_.mp3]	7833
The fisherman is drawing in the fishing net.	Yúmín zài shōu yúwǎng.	渔民在收渔网。	[sound:tmpuskxre.mp3]	7834
The fishermen go to sea to fish everyday.	Yúmín měi tiān chūhǎi bǔyú.	渔民每天出海捕鱼。	[sound:tmpgytfxt.mp3]	7835
His wife is very kind-hearted.	Tā de qīzi hěn xiánshū.	他的妻子很贤淑。	[sound:tmptxq0up.mp3]	7836
It is not rare at all to live over ninety years.	huó dào 90 suì yǐshàng yīdiǎn dōu bù xīqí .	活到90岁以上一点都不稀奇。	[sound:334442.mp3]	7837
They belong to the personnel department.	Tāmen lìshǔ yú rénshìbù.	他们隶属于人事部。	[sound:tmpwgtf8b.mp3]	7838
You should make better use of your free time.	nǐ yào gènghǎo dìlì yòng xiánxiá shíjiān .	你要更好地利用闲暇时间。	[sound:333838.mp3]	7839
This lead ball is solid.	Zhè gè qiānqiú shì shíxīn de.	这个铅球是实心的。	[sound:tmpv7fb5l.mp3]	7840
She's been deported from the country.	Tā bèi qūzhú chūjìng.	她被驱逐出境。	[sound:tmpwae0s6.mp3]	7841
The scalpel is very sharp.	Shǒushùdāo hěn ruìlì.	手术刀很锐利。	[sound:tmp8lkxgx.mp3]	7842
Eagles' claws are very sharp.	Yīngzhǎo hěn ruìlì.	鹰爪很锐利。	[sound:tmpab_ga6.mp3]	7843
She is giving a performance on stage this evening.	Tā jīnwǎn dēngtái xiànyì.	她今晚登台献艺。	[sound:tmpqedsm7.mp3]	7844
There is a telephone booth at the corner.	Guǎijiǎochù yǒu yī gè diànhuàtíng.	拐角处有一个电话亭。	[sound:tmpovdbke.mp3]	7845
He's confused by the formula.<div>(no zhiyu, zhiyu says contrast)&nbsp;(dui = duiyu = zhendui (pinpoints))</div>	Tā duìyú gōngshì hùnxiáo bùqīng.	他对于公式混淆不清。	[sound:tmpl09_ii.mp3]	7846
You have to change trains at Shibuya.	nǐ děi zài shègǔ huànchéng huǒchē .	你得在涉谷换乘火车。	[sound:333349.mp3]	7847
This is a Chinese bridal sedan as used in former times.	Zhè shì Zhōngguó gǔdài de huājiào.	这是中国古代的花轿。	[sound:tmp8d52md.mp3]	7848
She is smiling in the flowers.	Yīrén zài huācóng zhōng xiào.	伊人在花丛中笑。	[sound:tmpmdhevd.mp3]	7849
She sincerely believes in Buddhism.	Tā dǔxìn Fójiào.	她笃信佛教。	[sound:tmprshpcd.mp3]	7850
St Mark's Square in Venice is always swarming with tourists in the summer.	wēinísī de shèng mǎkě guǎngchǎng zài xiàjì zǒngshì jǐmǎn le yóukè .	威尼斯的圣马可广场在夏季总是挤满了游客。	[sound:332776.mp3]	7851
The willow branches are hanging above the water.	Liǔshùzhī chuí zài shuǐmiàn shàng.	柳树枝垂在水面上。	[sound:tmp3auf1u.mp3]	7852
The ship is being tossed up and down on the rough sea.	Chuán zài xiōngyǒng de hǎilàng zhōng diānbǒ.	船在汹涌的海浪中颠簸。	[sound:tmpenwupr.mp3]	7853
His knee joints ache a little.	Tā de xīguānjié yǒudiǎnr téng.	他的膝关节有点疼。	[sound:tmpjdhj6z.mp3]	7854
The doctor is giving her a vaccination.	Yīshēng zài wèi tā dǎ fángyìzhēn.	医生在为她打防疫针。	[sound:tmp1jrvru.mp3]	7855
Bob reached the finish line first.	bào bó dì yī ge dàodázhōngdiǎn xiàn .	鲍勃第一个到达终点线。	[sound:332613.mp3]	7856
She's undoubtedly the best student in the class.	Wúyōng zhìyí, tā shì bān lǐ zuì hǎo de xuésheng.	毋庸置疑，她是班里最好的学生。	[sound:tmpcvq6hi.mp3]	7857
He is the strongest person at the gym.	Tā shì jiànshēnfánglǐ zuì jiànzhuàngde rén.	他是健身房里最健壮的人。	[sound:R075-02.mp3]	7858
The seedlings have come up.	Yòumiáo zhǎng chūlái le.	幼苗长出来了。	[sound:tmpuv1qhh.mp3]	7859
The procedures for traveling abroad are very minute and complicated.	Bànlǐ chūguó de shǒuxù hěn fánsuǒ.	办理出国的手续很繁琐。	[sound:tmplbxdbd.mp3]	7860
The police department got involved in the investigation of this matter.	Jiǎnchá yuàn jièrù zhèjiàn shì de diàochá.	检察院介入这件事的调查。	[sound:tmp7asgwf.mp3]	7861
Our country will not interfere with the domestic affairs of other nations.	Wǒ guó bùhuì jièrù biéguó de nèizhèng.	我国不会介入别国的内政。	[sound:tmphllsfe.mp3]	7862
Countries should not interfere in each other's domestic affairs.	Guójiā zhī jiān yīnggāi hù bù gānshè nèizhèng.	国家之间应该互不干涉内政。	[sound:tmpzg2mc7.mp3]	7863
The mountain roads here are very steep.	Zhèli de shānlù hěn xiǎnjùn.	这里的山路很险峻。	[sound:tmp22rkym.mp3]	7864
The workers are digging a ditch.	Gōngrén zài wā shuǐqú.	工人在挖水渠。	[sound:tmpdujswu.mp3]	7865
The poppy flowers are very beautiful.	Yīngsùhuā hěn měi.	罂粟花很美。	[sound:tmpwnosgl.mp3]	7866
Opium poppies can be made into opium.	Yīngsù kěyǐ zuò yāpiàn.	罂粟可以做鸦片。	[sound:tmp6qwju9.mp3]	7867
He persevered and ran the entire course to completion.	Tā jiānchí-bùxiè de pǎowán quánchéng.	他坚持不懈的跑完全程。	[sound:tmpdeh9dw.mp3]	7868
I'm looking forward to going hunting with my father.	wǒ děngbují xiǎng yào hé wǒ bàba qù shòuliè .	我等不及想要和我爸爸去狩猎。	[sound:334871.mp3]	7869
The martyrs are buried in this cemetery.	Lièshì zàng zài zhè kuài mùdì lǐ.	烈士葬在这块墓地里。	[sound:tmpxr4vnp.mp3]	7870
Please don't do anything that would besmirch the Matsuno family name!	qǐng bùyào zuò rènhé yǒu sǔn sōng yě jiāzú míngshēng de shì !	请不要做任何有损松野家族名声的事！	[sound:333112.mp3]	7871
The guitar string broke with a snap.	Bā de yī shēng, jítā xián duàn le.	叭的一声，吉他弦断了。	[sound:tmp8psykn.mp3]	7872
He roundly defeated his opponent.	Tā hěnhěn de cuòbàile duìshǒu.	他狠狠地挫败了对手。	[sound:tmpil1u8a.mp3]	7873
Alcoholic beverages should be consumed in moderation.	Yǐnjiǔ yào shìliàng.	饮酒要适量。	[sound:tmpl5mn_q.mp3]	7874
There are imperfections in this piece of porcelain.	Zhè jiàn cíqì shàng yǒu xiácī.	这件瓷器上有瑕疵。	[sound:tmpyqp9hk.mp3]	7875
The medicine is inside the capsules.	Yàowù zhuāng zài jiāonáng lǐ.	药物装在胶囊里。	[sound:tmps97m76.mp3]	7876
Liu Xiang broke the world record in the 100 meter hurdles.	Liú Xiáng dǎpò le bǎimǐ kuàlán de shìjiè jìlù.	刘翔打破了百米跨栏的世界纪录。	[sound:tmpjrczsi.mp3]	7877
The motorcycles zigzag between the cars.	Mótuōchē zài qìchē zhōng yūhuí qiánjìn.	摩托车在汽车中迂回前进。	[sound:tmpqeokmt.mp3]	7878
He is in animal husbandry.	Tā cóngshì xùmùyè.	他从事畜牧业。	[sound:tmpxagid7.mp3]	7879
Please stretch out your toes.	Qǐng bēngzhí jiǎojiān.	请绷直脚尖。	[sound:tmpaayv65.mp3]	7880
Her hand is wrapped with a bandage.	Tā de shǒushang chánzhe bēngdài.	她的手上缠着绷带。	[sound:tmpmbsa0h.mp3]	7881
She's slender and beautiful.	Tā shēncái xiūcháng, tíngtíng yùlì.	她身材修长，亭亭玉立。	[sound:tmpzod4ji.mp3]	7882
He has a powerful frame.	Tā de shēncái hěn kuíwú.	他的身材很魁梧。	[sound:tmpfbktgk.mp3]	7883
Thursday night is free beer night.	zhōusì wǎnshang píjiǔ miǎnfèi chàngyǐn .	周四晚上啤酒免费畅饮。	[sound:334096.mp3]	7884
Inappropriate items should be removed.	Bù héshì de dìfang, jiù yào shāndiào.	不合适的地方，就要删掉。	[sound:tmpbqxiht.mp3]	7885
She sneezed several times in a row.	Tā liánxù dǎ pēntì.	她连续打喷嚏。	[sound:tmpso7trz.mp3]	7886
The sponge absorbs water.	Hǎimián xīshōu shuǐfèn.	海绵吸收水分。	[sound:tmpjmwu8d.mp3]	7887
He hates broccoli.	Tā hěn tǎoyàn chī yēcàihuā.	他很讨厌吃椰菜花。	[sound:tmpfvmyhw.mp3]	7888
Earth's resources are being gradually exhausted/depleted.	Dìqiú shàng de zīyuán zhèngzài mànmàn kūjié.	地球上的资源正在慢慢枯竭。	[sound:tmpjg7krs.mp3]	7889
They've formed an alliance.	Tāmen jiéchéng tóngméng.	他们结成同盟。	[sound:tmpuet3pw.mp3]	7890
They're partners at work.	Tāmen shì gōngzuò huǒ bàn.	他们是工作夥伴。	[sound:tmpf83rbq.mp3]	7891
Whatever he does, he does boldly and in grand style.	Tā zuò shénme shìqing dōu hěn yǒu qìpò.	他做什么事情都很有气魄。	[sound:tmpohzuh5.mp3]	7892
This is the president's official residence.	Zhè shì zǒngtǒng de guāndǐ.	这是总统的官邸。	[sound:tmp4jmsio.mp3]	7893
The US President returned to his official residence.	Měiguó zǒngtǒng huí dào le guāndǐ.	美国总统回到了官邸。	[sound:tmpwl4gbx.mp3]	7894
This garden was once the residence of an official.	Zhèzuò huāyuán céng shì yīwèi guānyuán de guāndǐ.	这座花园曾是一位官员的官邸。	[sound:tmpmy25ug.mp3]	7895
The police have set up barricades in the street.	Jǐngfāng zài jiēshang shèzhìle lùzhàng.	警方在街上设置了路障。	[sound:tmppfnv5v.mp3]	7896
It is an old tradition to give a red envelope when one attends a wedding banquet.	Chī xǐjiǔ sòng hóngbāo shì lǎoguīju.	吃喜酒送红包是老规矩。	[sound:tmpvkoi4a.mp3]	7897
It is believed that whales have their own language.	rénmen xiāngxìn jīng yǒu tāménzìjǐ de yǔyán .	人们相信鲸有他们自己的语言。	[sound:333343.mp3]	7898
The temperature will drop tomorrow, so please be ready for the cold.	Míngtiān jiàngwēn, qǐng dàjiā zuòhǎo yùhán de zhǔnbèi.	明天降温，请大家做好御寒的准备。	[sound:tmpge2vg9.mp3]	7899
They moved forward, unafraid of the hardships.	Tāmen bùwèi jiānnán xiàngqián zǒu.	他们不畏艰难向前走。	[sound:tmp8uxihu.mp3]	7900
No words can express her deep sorrow.	tā de bēishāng wúfǎ yán yù .	她的悲伤无法言喻。	[sound:332973.mp3]	7901
The blazing fire keeps burning.	Lièhuǒ xióngxióng de ránshāozhe.	烈火熊熊地燃烧着。	[sound:tmpjhsic4.mp3]	7902
A power line pole is standing by the roadside.	Lùbiān shùlìzhe yī gēn diànxiàngān.	路边竖立着一根电线杆。	[sound:tmpsp3pdn.mp3]	7903
The train emerged from the tunnel.	Huǒchē shǐchūle suìdào.	火车驶出了隧道。	[sound:tmpa1xrox.mp3]	7904
The soldiers are hiding behind the trees.	Shìbīng cángnì zài shù hòumiàn.	士兵藏匿在树后面。	[sound:tmp3av_fo.mp3]	7905
The flute sounds very beautiful.	Chángdí shì hěn yuè'ěr de yuèqì.	长笛是很悦耳的乐器。	[sound:tmpuzghbx.mp3]	7906
The ladybug is a beneficial insect.	Piáochóng shì yìchóng.	瓢虫是益虫。	[sound:tmpuhqxtz.mp3]	7907
She's removing her make-up.	Tā zài xièzhuāng.	她在卸妆。	[sound:tmpz4drer.mp3]	7908
The bug fell into the trap.	Chóngzi luòrùle xiànjǐng.	虫子落入了陷阱。	[sound:tmpa_rdxg.mp3]	7909
The gorilla is eating tree leaves.	Dàxīngxing zài chī shùyè.	大猩猩在吃树叶。	[sound:tmpjs9e5o.mp3]	7910
The mother is singing nursery rhymes to her baby.	Māma gěi bǎobao chàng tóngyáo.	妈妈给宝宝唱童谣。	[sound:tmpd9tojb.mp3]	7911
The soldiers are holding long spears.	Shìbīngmen názhe chángmáo.	士兵们拿着长矛。	[sound:tmpfpzmpx.mp3]	7912
The gardener is watering the flowers.	Yuándīng zhèngzài jiāohuā.	园丁正在浇花。	[sound:tmp3dp1u5.mp3]	7913
Miho is a pianist.	měi suì shì gāngqínjiā .	美穗是钢琴家。	[sound:334794.mp3]	7914
This is sweet and sour spareribs.	Zhè shì tángcù páigǔ.	这是糖醋排骨。	[sound:tmpilorld.mp3]	7915
He explains by citing vivid cases.	Tā yuányòng shēngdòng de ànlì lái jiǎngjiě.	他援用生动的案例来讲解。	[sound:tmpooyh9z.mp3]	7916
The waves on the sea are rough.	Hǎimiàn bōtāo-xiōngyǒng.	海面波涛汹涌。	[sound:tmp3hob_i.mp3]	7917
He dove into the swimming pool.	Tā zhājìn yǒngchí lǐ qù le.	他扎进泳池里去了。	[sound:tmppdzo1c.mp3]	7918
Steam is rising from inside the pan.	Guō lǐ màozhe zhēngqì.	锅里冒着蒸汽。	[sound:tmpmbcs2i.mp3]	7919
Water turns into steam when it is boiled.	shuǐ fèiténg hòu biànwéi zhēngqì .	水沸腾后变为蒸汽。	[sound:333212.mp3]	7920
Gambling has made him lose everything he ever had.	Tā dǔbó dǔ de qīngjiā-dàngchǎn.	他赌博赌得倾家荡产。	[sound:tmpc2eyls.mp3]	7921
He eggs them on to gamble.	Tā sǒngyǒng tāmen dǔbó.	他怂恿他们赌博。	[sound:tmpcckckx.mp3]	7922
The oil is polluting the coast and causing an environmental disaster.	Shíyóu wūrǎn hǎi'àn, zàochéng huánjìng hàojié.	石油污染海岸，造成环境浩劫。	[sound:tmpztp2ko.mp3]	7923
What does "man-made satellite" mean?	Héwèi rénzào wèixīng?	何谓人造卫星？	[sound:tmpfvffve.mp3]	7924
The entire sales staff has worked around the clock for a week.	quántǐ xiāoshòu rényuán tōngxiāo dá dàn dì gōngzuò le yī zhōu .	全体销售人员通宵达旦地工作了一周。	[sound:332763.mp3]	7925
The company is screening the interviewees.	Gōngsī zài zhēnxuǎn miànshì rényuán.	公司在甄选面试人员。	[sound:tmputu16c.mp3]	7926
A loofah can be used to bathe with.	Sīguāluò kěyǐ yònglái xǐzǎo.	丝瓜络可以用来洗澡。	[sound:tmpryyx2k.mp3]	7927
He's been sentenced to life imprisonment.	Tā bèi pànchǔ wúqī túxíng.	他被判处无期徒刑。	[sound:tmpgk8xnq.mp3]	7928
The Mongols defeated the Song dynasty and established the Yuan dynasty.	Měnggǔ rén dǎbàile Sòngcháo, jiànlìle Yuáncháo.	蒙古人打败了宋朝，建立了元朝。	[sound:tmpg0dq_z.mp3]	7929
The battlefield was filled with gunsmoke.	Zhànchǎng shàng xiāoyān mímàn.	战场上硝烟弥漫。	[sound:tmpb83bin.mp3]	7930
The meaning of this sentence is obscure.	zhèjù jùzi de yìsi mó lēng liǎng kě .	这句句子的意思模棱两可。	[sound:333339.mp3]	7931
This maidservant is very capable.	Zhè gè nǚyōng hěn nénggàn.	这个女佣很能干。	[sound:tmp5jrkty.mp3]	7932
He's stealing people's private information.	Tā zài dàoqǔ biérén de yǐnsī.	他在盗取别人的隐私。	[sound:tmpbpiula.mp3]	7933
They were just about to divide the spoils.	Tāmen zhèng zhǔnbèi fēnzāng.	他们正准备分赃。	[sound:tmpdgvuai.mp3]	7934
They went to the get-together with their wives.	Tāmen xiétóng qīzi cānjiāle jùhuì.	他们偕同妻子参加了聚会。	[sound:tmpazv7_j.mp3]	7935
It's the duty of children to care for their parents.	Érnǚ yǒu zérèn shànyǎng fùmǔ.	儿女有责任赡养父母。	[sound:tmpsybuiv.mp3]	7936
She supports her parents [financially].	Tā shànyǎng fùmǔ.	她赡养父母。	[sound:tmpd5canh.mp3]	7937
He's very honest and sincere.	Tā hěn dūnhòu lǎoshi.	他很敦厚老实。	[sound:tmpr9wm0s.mp3]	7938
