order	sentence	pinyin	english
7755	广州市归广东省管辖。	Guǎngzhōu Shì guī Guǎngdōng Shěng guǎnxiá.	Guangzhou is under the jurisdiction of Guangdong province.
7756	爸爸是一个忠厚正直的军人。	Bàba shì yī gè zhōnghòu zhèngzhí de jūnrén.	My father is an honest and upright soldier.
7757	他甘愿做义工。	Tā gānyuàn zuò yìgōng.	He's willing to be a volunteer worker.
7758	我不想和你有任何瓜葛。	Wǒ bù xiǎng hé nǐ yǒu rènhé guāgé.	I don't want any connections with you.
7759	他喝了三斤烈酒，真让人吃惊。	Tā hē le sān jīn liè jiǔ, zhēn ràng rén chījīng.	He drank 1.5 kg of liquor. Everyone was really surprised.
7760	政府即将推出新政策。	Zhèngfǔ jíjiāng tuīchū xīn zhèngcè.	The government will put out a new policy soon.
7761	她缴付了欠款。	Tā jiǎofùle qiànkuǎn.	She paid the money she owed.
7762	营养主要通过小肠来吸收。	Yíngyǎng zhǔyào tōng'guò xiǎocháng lái xīshōu.	Nutrition must pass through the small intestine to be absorbed.
7763	他感觉很气馁。	Tā gǎnjué hěn qìněi.	He feels very frustrated.
7764	这株植物枯死了。	Zhè zhū zhíwù kūsǐ le.	This plant has withered and died.
7765	温度计往往低于零度。	wēndùjì wǎngwǎng dīyú língdù .	Thermometers often go below zero.
7766	他发现这是张伪钞。	Tā fāxiàn zhè shì zhāng wěichāo.	He discovered that this is a counterfeit bill.
7767	这是假钞。	Zhè shì jiǎchāo.	This is a counterfeit bill.
7768	那张是假钞。	Nà zhāng shì jiǎ chāo.	That bank note is a fake one.
7769	他在向上司求饶。	Tā zài xiàng shàngsi qiúráo.	He's pleading with his boss for mercy.
7770	冰溶化成水。	Bīng rónghuà chéng shuǐ.	Ice melts into water.
7771	匪徒打劫了一家银行。	Fěitú dǎjiéle yī jiā yínháng.	The bandit robbed a bank.
7772	癌细胞扩散了。	Áixìbāo kuòsàn le.	The cancer cells have spread.
7773	他身体中的癌细胞扩散了。	Tā shēntǐ zhōng de áixìbāo kuòsàn le.	The cancer cells in his body have spread.
7774	港口停泊着一艘舰艇。	Gǎngkǒu tíngbózhe yī sōu jiàntǐng.	A naval ship is anchored at port.
7775	洗衣店可以浆洗衣服。	Xǐyīdiàn kěyǐ jiāngxǐ yīfu.	They wash and starch clothes in the laundry.
7776	这个消息太令人振奋了。	Zhè gè xiāoxi tài lìngrén zhènfèn le.	This news is very exciting.
7777	这个村庄屋舍俨然。	Zhè gè cūnzhuāng wūshè-yǎnrán.	The houses in this village are laid out neatly.
7778	他在对女朋友发泄怒火。	Tā zài duì nǚpéngyou fāxiè nùhuǒ.	He's venting his anger at his girlfriend.
7779	罪犯很猖狂。	Zuìfàn hěn chāngkuáng.	The criminals are savage.
7780	向导带领我们参观灯塔。	Xiàngdǎo dàilǐng wǒmen cānguān dēngtǎ.	The guide led us on a tour of the lighthouse.
7781	小心把蛋壳掉到面粉里。	Xiǎoxīn bǎ dànké diào dào miànfěn lǐ.	Be careful not to let any eggshell drop into the flour.
7782	这条新闻真让人惊骇。	Zhè tiáo xīnwén zhēn ràng rén jīnghài.	The news is really terrifying.
7783	他在拆卸手表。	Tā zài chāixiè shǒubiǎo.	He's disassembling the watch.
7784	他们在服兵役。	Tāmen zài fú bīngyì.	They're serving in the army.
7785	他们要去服兵役。	Tāmen yào qù fú bīngyì.	They are going to serve in the army.
7786	你在哪里服兵役？	Nǐ zài nǎli fú bīngyì?	Where did you serve in the army?
7787	在韩国，每个男子必须服兵役。	Zài Hán'guó, měige nánzi bìxū fú bīngyì.	In South Korea, every male must serve in the army.
7788	他在剔牙。	Tā zài tīyá.	He is picking his teeth.
7789	你记得关电熨斗吗？	Nǐ jìde guān diànyùndǒu ma?	Did you remember to turn off the iron?
7790	他擅长徒手格斗。	Tā shàncháng túshǒu gédòu.	He's good at fighting with his bare hands.
7791	雪地上留下了一道车辙。	Xuědì shàng liúxiale yī dào chēzhé.	A track has been left on the snow-covered ground.
7792	我需要买新的剃须刀。	Wǒ xūyào mǎi xīnde tìxūdāo.	I need to buy a new razor.
7793	王位是世袭的。	Wángwèi shì shìxí de.	The throne is passed down from father to son.
7794	这里的树木郁郁葱葱。	Zhèli de shùmù yùyùcōngcōng.	The trees in this place are verdant and thick.
7795	这田地有一公顷。	Zhè tiándì yǒu yī gōngqǐng.	This field is one hectare.
7796	厄运降临了。	Èyùn jiànglín le.	Misfortune has struck.
7797	我建议你永远不要入不敷出。	wǒ jiànyì nǐ yǒngyuǎn bùyào rùbùfūchū .	I advise you never to live beyond your income.
7798	他们争得面红耳赤。	Tāmen zhēng de miànhóng-ěrchì.	They argued till they were red in the face.
7799	这条河水很污浊。	Zhè tiáo hé shuǐ hěn wūzhuó.	The river water is very dirty.
7800	他的忠告总是很明智。	tā de zhōnggào zǒngshì hěn míngzhì .	His advice is always very sensible.
7801	她遵从医生的忠告。	Tā zūncóng yīshēng de zhōnggào.	She follows her doctor's advice.
7802	朋友们一起来拜祭故人。	Péngyoumen yīqǐ lái bàijì gùrén.	Together, the friends paid their respects to their deceased friends.
7803	树林里有一片沼泽地。	Shùlín lǐ yǒu yī piàn zhǎozédì.	There is a stretch of swampland in the forest.
7804	他在检查硅片。	Tā zài jiǎnchá guīpiàn.	He's examining the silicon chip.
7805	群众慷慨地为灾区捐款。	Qúnzhòng kāngkǎi de wèi zāiqū juānkuǎn.	The public generously donated money to help the people in the disaster area.
7806	灾区需要支援。	Zāiqū xūyào zhīyuán.	The disaster area needs assistance.
7807	我们纷纷向灾区捐献物品。	Wǒmen fēnfēn xiàng zāiqū juānxiàn wùpǐn.	One after another, we donated goods to the disaster area.
7808	我们正在为灾区筹款。	Wǒmen zhèngzài wèi zāiqū chóukuǎn.	We're trying to raise funds for the disaster area.
7809	他们之间发生了一点纠葛。	Tāmen zhījiān fāshēngle yīdiǎn jiūgé.	There was a quarrel between them.
7810	这个月的开销超出限制了。	Zhè gè yuè de kāixiao chāochū xiànzhì le.	This month's expenses have exceeded the limit.
7811	对严格限制经济的批评蜂拥而来。	duì yángé xiànzhì jīngjì de pīpíng fēngyōngérlái .	Critics are coming down hard on tightened economic restrictions.
7812	房间里积满了灰尘。	Fángjiān lǐ jīmǎnle huīchén.	Everything in the room is dusty.
7813	她躺在椅子上晒日光浴。	Tā tǎng zài yǐzi shàng shài rìguāngyù.	She's lying in the chair, sunbathing.
7814	我用汤匙喝汤。	Wǒ yòng tāngchí hē tāng.	I am eating the soup with a spoon.
7815	中国人有拜祭祖宗的习俗。	Zhōngguórén yǒu bàijì zǔzōng de xísú.	The Chinese people practice the custom of ancestor worship.
7816	她打了一个喷嚏。	Tā dǎle yī gè pēntì.	She sneezed once.
7817	他是个滥用职权的贪官。	Tā shì ge lànyòng zhíquán de tānguān.	He is a corrupt official who abuses power.
7818	她不允许丈夫出门。	Tā bù yǔnxǔ zhàngfu chūmén.	She won't allow her husband to go out.
7819	政府不允许他出国。	Zhèngfǔ bù yǔnxǔ tā chūguó.	The government didn't permit him to go abroad.
7820	服药要掌握好剂量。	Fúyào yào zhǎngwò hǎo jìliàng.	Make sure that you have the correct dosage when taking medicine.
7821	血液在体内循环。	Xuèyè zài tǐnèi xúnhuán.	Blood circulates through the body.
7822	过年了，我们都要放焰火。	Guònián le, wǒmen dōu yào fàng yànhuǒ.	It's Chinese New Year, we should set off fireworks.
7823	金刚石由碳组成。	Jīngāngshí yóu tàn zǔchéng.	Diamonds are made of carbon.
7824	我每天都吃马铃薯。	Wǒ měi tiān dōu chī mǎlíngshǔ.	I eat potatoes every day.
7825	凡尔赛宫金碧辉煌。	Fán'ěrsàigōng jīnbì-huīhuáng.	Versailles is splendid in green and gold.
7826	我没请他来参加庆祝会，感到有点内疚。	wǒ méi qǐng tā lái cānjiā qìngzhù huì , gǎndào yǒudiǎn nèijiù .	I feel a little guilty that I didn't invite him to join the celebration. <br /> I didn't invite him to the party. I feel guilty about it.
7827	河上面有一道水闸。	Héshàng miàn yǒu yī dào shuǐzhá.	There's a sluice gate on the river.
7828	这里延伸出一大片沙洲。	Zhèli yánshēn chū yī dà piàn shāzhōu.	A large shoal extends from here.
7829	磁铁互相吸引。	Cítiě hùxiāng xīyǐn.	The magnets attract each other.
7830	山火令村庄遭殃。	Shānhuǒ lìng cūnzhuāng zāoyāng.	The brush fire brought disaster to the village.
7831	夜深了，街上悄然无声。	Yè shēn le, jiēshang qiǎorán wúshēng.	It's late at night and the street is quiet.
7832	她获得了很多荣誉勋章。	Tā huòdéle hěn duō róngyù xūnzhāng.	She's got many medals of honor.
7833	他是个老渔翁。	Tā shì gè lǎo yúwēng.	He's an old fisherman.
7834	渔民在收渔网。	Yúmín zài shōu yúwǎng.	The fisherman is drawing in the fishing net.
7835	渔民每天出海捕鱼。	Yúmín měi tiān chūhǎi bǔyú.	The fishermen go to sea to fish everyday.
7836	他的妻子很贤淑。	Tā de qīzi hěn xiánshū.	His wife is very kind-hearted.
7837	活到90岁以上一点都不稀奇。	huó dào 90 suì yǐshàng yīdiǎn dōu bù xīqí .	It is not rare at all to live over ninety years.
7838	他们隶属于人事部。	Tāmen lìshǔ yú rénshìbù.	They belong to the personnel department.
7839	你要更好地利用闲暇时间。	nǐ yào gènghǎo dìlì yòng xiánxiá shíjiān .	You should make better use of your free time.
7840	这个铅球是实心的。	Zhè gè qiānqiú shì shíxīn de.	This lead ball is solid.
7841	她被驱逐出境。	Tā bèi qūzhú chūjìng.	She's been deported from the country.
7842	手术刀很锐利。	Shǒushùdāo hěn ruìlì.	The scalpel is very sharp.
7843	鹰爪很锐利。	Yīngzhǎo hěn ruìlì.	Eagles' claws are very sharp.
7844	她今晚登台献艺。	Tā jīnwǎn dēngtái xiànyì.	She is giving a performance on stage this evening.
7845	拐角处有一个电话亭。	Guǎijiǎochù yǒu yī gè diànhuàtíng.	There is a telephone booth at the corner.
7846	他对于公式混淆不清。	Tā duìyú gōngshì hùnxiáo bùqīng.	He's confused by the formula.<div>(no zhiyu, zhiyu says contrast)&nbsp;(dui = duiyu = zhendui (pinpoints))</div>
7847	你得在涉谷换乘火车。	nǐ děi zài shègǔ huànchéng huǒchē .	You have to change trains at Shibuya.
7848	这是中国古代的花轿。	Zhè shì Zhōngguó gǔdài de huājiào.	This is a Chinese bridal sedan as used in former times.
7849	伊人在花丛中笑。	Yīrén zài huācóng zhōng xiào.	She is smiling in the flowers.
7850	她笃信佛教。	Tā dǔxìn Fójiào.	She sincerely believes in Buddhism.
7851	威尼斯的圣马可广场在夏季总是挤满了游客。	wēinísī de shèng mǎkě guǎngchǎng zài xiàjì zǒngshì jǐmǎn le yóukè .	St Mark's Square in Venice is always swarming with tourists in the summer.
7852	柳树枝垂在水面上。	Liǔshùzhī chuí zài shuǐmiàn shàng.	The willow branches are hanging above the water.
7853	船在汹涌的海浪中颠簸。	Chuán zài xiōngyǒng de hǎilàng zhōng diānbǒ.	The ship is being tossed up and down on the rough sea.
7854	他的膝关节有点疼。	Tā de xīguānjié yǒudiǎnr téng.	His knee joints ache a little.
7855	医生在为她打防疫针。	Yīshēng zài wèi tā dǎ fángyìzhēn.	The doctor is giving her a vaccination.
7856	鲍勃第一个到达终点线。	bào bó dì yī ge dàodázhōngdiǎn xiàn .	Bob reached the finish line first.
7857	毋庸置疑，她是班里最好的学生。	Wúyōng zhìyí, tā shì bān lǐ zuì hǎo de xuésheng.	She's undoubtedly the best student in the class.
7858	他是健身房里最健壮的人。	Tā shì jiànshēnfánglǐ zuì jiànzhuàngde rén.	He is the strongest person at the gym.
7859	幼苗长出来了。	Yòumiáo zhǎng chūlái le.	The seedlings have come up.
7860	办理出国的手续很繁琐。	Bànlǐ chūguó de shǒuxù hěn fánsuǒ.	The procedures for traveling abroad are very minute and complicated.
7861	检察院介入这件事的调查。	Jiǎnchá yuàn jièrù zhèjiàn shì de diàochá.	The police department got involved in the investigation of this matter.
7862	我国不会介入别国的内政。	Wǒ guó bùhuì jièrù biéguó de nèizhèng.	Our country will not interfere with the domestic affairs of other nations.
7863	国家之间应该互不干涉内政。	Guójiā zhī jiān yīnggāi hù bù gānshè nèizhèng.	Countries should not interfere in each other's domestic affairs.
7864	这里的山路很险峻。	Zhèli de shānlù hěn xiǎnjùn.	The mountain roads here are very steep.
7865	工人在挖水渠。	Gōngrén zài wā shuǐqú.	The workers are digging a ditch.
7866	罂粟花很美。	Yīngsùhuā hěn měi.	The poppy flowers are very beautiful.
7867	罂粟可以做鸦片。	Yīngsù kěyǐ zuò yāpiàn.	Opium poppies can be made into opium.
7868	他坚持不懈的跑完全程。	Tā jiānchí-bùxiè de pǎowán quánchéng.	He persevered and ran the entire course to completion.
7869	我等不及想要和我爸爸去狩猎。	wǒ děngbují xiǎng yào hé wǒ bàba qù shòuliè .	I'm looking forward to going hunting with my father.
7870	烈士葬在这块墓地里。	Lièshì zàng zài zhè kuài mùdì lǐ.	The martyrs are buried in this cemetery.
7871	请不要做任何有损松野家族名声的事！	qǐng bùyào zuò rènhé yǒu sǔn sōng yě jiāzú míngshēng de shì !	Please don't do anything that would besmirch the Matsuno family name!
7872	叭的一声，吉他弦断了。	Bā de yī shēng, jítā xián duàn le.	The guitar string broke with a snap.
7873	他狠狠地挫败了对手。	Tā hěnhěn de cuòbàile duìshǒu.	He roundly defeated his opponent.
7874	饮酒要适量。	Yǐnjiǔ yào shìliàng.	Alcoholic beverages should be consumed in moderation.
7875	这件瓷器上有瑕疵。	Zhè jiàn cíqì shàng yǒu xiácī.	There are imperfections in this piece of porcelain.
7876	药物装在胶囊里。	Yàowù zhuāng zài jiāonáng lǐ.	The medicine is inside the capsules.
7877	刘翔打破了百米跨栏的世界纪录。	Liú Xiáng dǎpò le bǎimǐ kuàlán de shìjiè jìlù.	Liu Xiang broke the world record in the 100 meter hurdles.
7878	摩托车在汽车中迂回前进。	Mótuōchē zài qìchē zhōng yūhuí qiánjìn.	The motorcycles zigzag between the cars.
7879	他从事畜牧业。	Tā cóngshì xùmùyè.	He is in animal husbandry.
7880	请绷直脚尖。	Qǐng bēngzhí jiǎojiān.	Please stretch out your toes.
7881	她的手上缠着绷带。	Tā de shǒushang chánzhe bēngdài.	Her hand is wrapped with a bandage.
7882	她身材修长，亭亭玉立。	Tā shēncái xiūcháng, tíngtíng yùlì.	She's slender and beautiful.
7883	他的身材很魁梧。	Tā de shēncái hěn kuíwú.	He has a powerful frame.
7884	周四晚上啤酒免费畅饮。	zhōusì wǎnshang píjiǔ miǎnfèi chàngyǐn .	Thursday night is free beer night.
7885	不合适的地方，就要删掉。	Bù héshì de dìfang, jiù yào shāndiào.	Inappropriate items should be removed.
7886	她连续打喷嚏。	Tā liánxù dǎ pēntì.	She sneezed several times in a row.
7887	海绵吸收水分。	Hǎimián xīshōu shuǐfèn.	The sponge absorbs water.
7888	他很讨厌吃椰菜花。	Tā hěn tǎoyàn chī yēcàihuā.	He hates broccoli.
7889	地球上的资源正在慢慢枯竭。	Dìqiú shàng de zīyuán zhèngzài mànmàn kūjié.	Earth's resources are being gradually exhausted/depleted.
7890	他们结成同盟。	Tāmen jiéchéng tóngméng.	They've formed an alliance.
7891	他们是工作夥伴。	Tāmen shì gōngzuò huǒ bàn.	They're partners at work.
7892	他做什么事情都很有气魄。	Tā zuò shénme shìqing dōu hěn yǒu qìpò.	Whatever he does, he does boldly and in grand style.
