Frequency,Character,Count,Percentile,Pin1Yin1,Meaning,Heisig,Polv’s order,Polv’s level,Dubbing,Variant,Kanji,Vocab
6719,貓,20,99.99295415,mao1,,10000,,75,Infinity,猫,Variant_WK_L15,
6720,鐮,20,99.99296449,lian2,,10000,,75,Infinity,鎌镰,Variant_WK_L54,
6721,負,20,99.99297482,fu4,,10000,,75,Infinity,负,WK_L9,
6722,順,20,99.99298516,shun4,,10000,,75,Infinity,顺,WK_L19,
6723,鲿,20,99.99299549,chang2,,10000,,75,Infinity,鱨,,鱨 鲿 chang2 Bagridae (catfish family)<br>
6724,緊,19,99.99300531,jin3,,10000,,75,Infinity,紧,WK_L29,
6725,蹠,19,99.99301513,zhi2,,10000,,75,Infinity,跖,,蹠 蹠 zhi2 metatarsus/sole of foot/to tread on<br>
6726,攉,19,99.99302495,huo1,,10000,,75,Infinity,,,攉 攉 huo1 to shovel<br>攉煤機 攉煤机 huo1 mei2 ji1 coal-shovel machine<br>
6728,箐,19,99.99304459,qing4,,10000,,75,Infinity,,,大箐山 大箐山 da4 qing4 shan1 mountain in Heilongjiang province<br>箐 箐 qing4 to draw a bamboo bow or crossbow<br>
6730,癍,19,99.99306423,ban1,,10000,,75,Infinity,,,
6732,袪,19,99.99308386,qu1,,10000,,75,Infinity,,,袪 袪 qu1 sleeve opening<br>
6736,霨,19,99.99312314,wei4,,10000,,75,Infinity,,,霨 霨 wei4 rising of clouds<br>
6737,饾,19,99.99313296,dou4,,10000,,75,Infinity,餖,,餖 饾 dou4 to set out food<br>
6738,耵,19,99.99314278,ding1,,10000,,75,Infinity,,,"耵 耵 ding1 see 耵聹|耵聍, earwax/cerumen<br>耵聹 耵聍 ding1 ning2 earwax/cerumen<br>"
6741,碁,19,99.99317223,qi2,,10000,,75,Infinity,棊棋,WK_L46,"宏碁 宏碁 Hong2 qi2 Acer, Taiwanese PC company<br>宏碁集團 宏碁集团 Hong2 qi2 Ji2 tuan2 Acer, Taiwanese PC company<br>"
6743,鷟,19,99.99319187,zhuo2,,10000,,75,Infinity,,,鷟 鷟 zhuo2 phoenix/river gull<br>
6744,膬,19,99.99320169,cui4,,10000,,75,Infinity,,,
6745,茲,19,99.99321151,zi1,,10000,,75,Infinity,兹玆,,阿茲海默症 阿茲海默症 A1 zi1 hai3 mo4 zheng4 Alzheimer's disease<br>
6746,粯,19,99.99322133,xian4,,10000,,75,Infinity,,,
6747,糞,19,99.99323115,fen4,,10000,,75,Infinity,粪,,
6748,聲,19,99.99324097,sheng1,,10000,,75,Infinity,声,Variant_WK_L5,
6749,貼,19,99.99325079,tie1,,10000,,75,Infinity,贴,WK_L48,
6752,驩,18,99.99327869,huan1,,10000,,75,Infinity,歡,,
6753,唣,18,99.99328799,zao4,,10000,,75,Infinity,,,"唕 唣 zao4 variant of 唣[zao4]<br>唣 唣 zao4 see 羅唣|罗唣, to create a disturbance/to make trouble/to harass<br>羅唣 罗唣 luo2 zao4 to create a disturbance/to make trouble/to harass<br>"
6755,埯,18,99.9933066,an3,,10000,,75,Infinity,垵,,埯 埯 an3 hole in the ground to plant seeds in/to make a hole for seeds/to dibble<br>
6756,蓥,18,99.9933159,ying2,,10000,,75,Infinity,鎣,,"華鎣 华蓥 Hua2 ying2 Huaying county level city in Guang'an 廣安|广安[Guang3 an1], Sichuan<br>華鎣市 华蓥市 Hua2 ying2 shi4 Huaying county level city in Guang'an 廣安|广安[Guang3 an1], Sichuan<br>鎣 蓥 ying2 polish<br>"
6757,袝,18,99.9933252,fu4,,10000,,75,Infinity,,,
6758,谞,18,99.99333451,xu1,,10000,,75,Infinity,諝,,諝 谞 xu1 (literary) ability and wisdom/scheme/stratagem<br>
6761,輶,18,99.99336241,you2,,10000,,75,Infinity,,,輶 輶 you2 light carriage/trifling<br>
6766,纔,18,99.99340892,shan1,,10000,,75,Infinity,才,Variant_WK_L2,
6767,礙,18,99.99341822,ai4,,10000,,75,Infinity,碍,,
6768,膯,18,99.99342753,teng1,,10000,,75,Infinity,,,
6769,華,18,99.99343683,hua2,,10000,,75,Infinity,华蕐崋,WK_L31,
6770,藭,18,99.99344613,qiong,,10000,,75,Infinity,,,芎藭 芎藭 qiong2 xiong1 chuanxiong rhizome/also named 川芎[chuan1 xiong1]<br>藭 藭 qiong2 see 芎藭[qiong2 xiong1]<br>
6771,禆,18,99.99345543,bi4,,10000,,75,Infinity,,,
6772,號,18,99.99346474,hao4,,10000,,75,Infinity,号,Variant_WK_L4,
6773,談,18,99.99347404,tan2,,10000,,75,Infinity,譚谈,WK_L9,
6774,費,18,99.99348334,fei4,,10000,,75,Infinity,费,WK_L22,
6775,顏,18,99.99349264,yan2,,10000,,75,Infinity,颜,,
6776,飯,18,99.99350194,fan4,,10000,,75,Infinity,饭,WK_L15,
6777,稓,18,99.99351125,zuo2,,10000,,75,Infinity,,,
6778,縠,17,99.99352003,hu2,,10000,,75,Infinity,,,縠 縠 hu2 fine silk gauze<br>
6780,绐,17,99.9935376,dai4,,10000,,75,Infinity,紿,,紿 绐 dai4 to cheat/to pretend/to deceive<br>
6781,鸰,17,99.99354639,ling2,,10000,,75,Infinity,鴒,,大斑鶺鴒 大斑鹡鸰 da4 ban1 ji2 ling2 (bird species of China) white-browed wagtail (Motacilla maderaspatensis)<br>山鶺鴒 山鹡鸰 shan1 ji2 ling2 (bird species of China) forest wagtail (Dendronanthus indicus)<br>日本鶺鴒 日本鹡鸰 Ri4 ben3 ji2 ling2 (bird species of China) Japanese wagtail (Motacilla grandis)<br>灰鶺鴒 灰鹡鸰 hui1 ji2 ling2 (bird species of China) grey wagtail (Motacilla cinerea)<br>
6782,搛,17,99.99355517,jian1,,10000,,75,Infinity,,,搛 搛 jian1 to pick up with chopsticks<br>
6785,粎,17,99.99358153,mi3,,10000,,75,Infinity,,,
6789,钸,17,99.99361667,bu1,,10000,,75,Infinity,鈽,,鈽 钸 bu1 metal plate<br>鈽 钸 bu4 plutonium (chemistry) (Tw)<br>
6790,饸,17,99.99362546,he2,,10000,,75,Infinity,餄,,餄 饸 he2 see 餄餎|饸饹[he2 le5]<br>餄餎 饸饹 he2 le5 noodles either made of buckwheat or sorghum<br>
6791,譞,17,99.99363424,xuan1,,10000,,75,Infinity,,,譞 譞 xuan1 usually used in a name/clever/intelligent<br>
6792,販,17,99.99364303,fan4,,10000,,75,Infinity,贩,WK_L24,
6795,蒨,17,99.99366938,qian4,,10000,,75,Infinity,,,蒨 蒨 qian4 luxuriant growth<br>
6797,迻,17,99.99368695,yi2,,10000,,75,Infinity,移,Variant_WK_L28,迻 迻 yi2 to shift/to transfer<br>
6798,釆,17,99.99369574,bian3,,10000,,75,Infinity,采,Variant_WK_L61,釆 釆 bian4 old variant of 辨[bian4]<br>
6800,頗,17,99.99371331,po1,,10000,,75,Infinity,颇,,
6801,鍏,17,99.99372209,wei2,,10000,,75,Infinity,,,鍏 鍏 wei2 spade<br>
6802,鷉,17,99.99373088,si1,,10000,,75,Infinity,,,
6803,郄,16,99.99373915,qie4,,10000,,75,Infinity,郤隙,Variant_WK_L48,"郄 郄 Qie4 surname Qie<br>郄 郄 Xi4 variant of 郤, surname Xi<br>"
6811,靦,16,99.9938053,mian3,,10000,,75,Infinity,覥腼,,
6812,筸,16,99.99381357,gan1,,10000,,75,Infinity,,,筸 筸 gan1 name of a place in Henan<br>
6813,蘋,16,99.99382183,pin2,,10000,,75,Infinity,苹,,
6814,夼,16,99.9938301,kuang3,,10000,,75,Infinity,,,"劉家夼 刘家夼 Liu2 jia1 kuang3 Liujiakuang township in Muping district 牟平區|牟平区, Yantai, Shandong<br>劉家夼鎮 刘家夼镇 Liu2 jia1 kuang3 zhen4 Liujiakuang township in Muping district 牟平區|牟平区, Yantai, Shandong<br>大夼 大夼 Da4 kuang3 Dakuang township in Laiyang 萊陽|莱阳, Yantai, Shandong<br>大夼鎮 大夼镇 Da4 kuang3 zhen4 Dakuang township in Laying 莱阳, Yantai, Shandong<br>"
6818,眍,16,99.99386318,kou1,,10000,,75,Infinity,瞘,,瞘 眍 kou1 to sink in (of eyes)<br>瞘瞜 眍䁖 kou1 lou5 to sink in (of eyes)<br>
6819,饹,16,99.99387145,le,,10000,,75,Infinity,餎,,餄餎 饸饹 he2 le5 noodles either made of buckwheat or sorghum<br>餎 饹 le5 see 餄餎|饸饹[he2 le5]<br>
6822,蝦,16,99.99389625,xia1,,10000,,75,Infinity,鰕虾,,
6823,誌,16,99.99390452,zhi4,,10000,,75,Infinity,志,WK_L33,
6825,鉁,16,99.99392106,zhen1,,10000,,75,Infinity,,,
6826,鞮,16,99.99392933,di1,,10000,,75,Infinity,,,鞮 鞮 Di1 surname Di<br>鞮 鞮 di1 leather shoes<br>
6828,麄,16,99.99394586,cu1,,10000,,75,Infinity,粗觕麤,Variant_WK_L55,麄 麄 cu1 variant of 粗[cu1]<br>
6829,翛,16,99.99395413,xiao1,,10000,,75,Infinity,,,翛 翛 shu4 hastiness<br>
6830,覩,16,99.9939624,du3,,10000,,75,Infinity,睹,,
6832,蓮,16,99.99397894,lian2,,10000,,75,Infinity,莲,WK_L51,
6834,袓,16,99.99399547,jie1,,10000,,75,Infinity,,,
6835,祂,16,99.99400374,ta1,,10000,,75,Infinity,,,祂 祂 ta1 (third person pronoun for a divine being)<br>
6836,轎,16,99.99401201,jiao4,,10000,,75,Infinity,轿,,
6837,紀,16,99.99402028,ji4,,10000,,75,Infinity,纪,WK_L15,
6838,纖,16,99.99402855,xian1,,10000,,75,Infinity,砌纎纤,,
6839,輔,16,99.99403682,fu3,,10000,,75,Infinity,辅,WK_L52,
6840,鉀,16,99.99404508,jia3,,10000,,75,Infinity,钾,,
6841,領,16,99.99405335,ling3,,10000,,75,Infinity,领,WK_L22,
6843,鸊,16,99.99406989,bi4,,10000,,75,Infinity,,,
6844,鮡,16,99.99407816,zhao4,,10000,,75,Infinity,,,
6845,禛,15,99.99408591,zhen1,,10000,,75,Infinity,,,"王士禛 王士禛 Wang2 Shi4 zhen1 Wang Shizhen (1634-1711), early Qing poet<br>禛 禛 zhen1 to receive blessings in a sincere spirit<br>"
6846,袆,15,99.99409366,yi1,,10000,,76,Infinity,褘,,褘 袆 hui1 a queen's ceremonial gowns<br>
6847,謴,15,99.99410141,gun4,,10000,,76,Infinity,,,
6849,鮣,15,99.99411692,yin,,10000,,76,Infinity,,,
6851,龁,15,99.99413242,he2,,10000,,76,Infinity,齕鯄,,齕 龁 he2 (literary) to gnaw/to bite<br>
6854,眊,15,99.99415568,mei4,,10000,,76,Infinity,,,眊 眊 mao4 having poor eyesight<br>
6856,阨,15,99.99417118,e4,,10000,,76,Infinity,阸呃厄,Variant_WK_L35,阨 阨 e4 defile/pass/in distress<br>
6857,靸,15,99.99417893,sa3,,10000,,76,Infinity,,,靸 靸 sa3 children's shoe (old)/to wear one's shoes babouche style<br>
6858,臉,15,99.99418668,lian3,,10000,,76,Infinity,脸,,
6859,贇,15,99.99419444,yun1,,10000,,76,Infinity,赟,,
6860,酺,15,99.99420219,pu2,,10000,,76,Infinity,,,酺 酺 pu2 drink heavily/drink in company<br>
6863,霅,15,99.99422544,zha2,,10000,,76,Infinity,,,霅 霅 Zha2 surname Zha<br>霅 霅 zha2 rain<br>
6864,鬂,15,99.99423319,bin4,,10000,,76,Infinity,鬢,,
6868,鴥,15,99.9942642,yu4,,10000,,76,Infinity,,,鴥 鴥 yu4 (of a bird) to fly swiftly/to swoop<br>
6869,隊,15,99.99427195,dui4,,10000,,76,Infinity,队,WK_L28,
6870,髆,15,99.99427971,bo2,,10000,,76,Infinity,,,髆 髆 bo2 shoulder blade<br>
6871,綱,15,99.99428746,gang1,,10000,,76,Infinity,纲,WK_L42,
6872,膮,15,99.99429521,xiao1,,10000,,76,Infinity,,,
6873,謹,15,99.99430296,jin3,,10000,,76,Infinity,谨,WK_L60,
6875,鹼,15,99.99431846,jian3,,10000,,76,Infinity,堿碱鹻硷,,
6876,簳,15,99.99432622,gan3,,10000,,76,Infinity,,,
6877,終,15,99.99433397,zhong1,,10000,,76,Infinity,终,WK_L10,
6878,綜,15,99.99434172,zong1,,10000,,76,Infinity,综,,
6879,裝,15,99.99434947,zhuang1,,10000,,76,Infinity,装,Variant_WK_L33,
6880,訉,15,99.99435722,fan4,,10000,,76,Infinity,,,
6881,銀,15,99.99436497,yin2,,10000,,76,Infinity,银,WK_L13,
6882,鲉,15,99.99437273,you2,,10000,,76,Infinity,鮋,,
6883,蕿,14,99.99437996,xuan1,,10000,,76,Infinity,,,
6884,袊,14,99.9943872,ling2,,10000,,76,Infinity,,,
6885,汆,14,99.99439443,cuan1,,10000,,76,Infinity,,,汆 汆 cuan1 quick-boil/to boil for a short time<br>
6886,硃,14,99.99440167,zhu1,,10000,,76,Infinity,,,
6888,趽,14,99.99441614,pang2,,10000,,76,Infinity,,,
6890,揸,14,99.99443061,zha1,,10000,,76,Infinity,楂摣,,揸 揸 zha1 to stretch fingers out<br>
6892,銧,14,99.99444508,guang1,,10000,,76,Infinity,,,銧 銧 guang1 point of a sword<br>
6894,頫,14,99.99445955,tiao4,,10000,,76,Infinity,俯,,
6895,緡,14,99.99446678,min3,,10000,,76,Infinity,缗眠,Variant_WK_L27,
6896,讟,14,99.99447402,du2,,10000,,76,Infinity,,,讟 讟 du2 to murmur/to slander<br>
6900,噍,14,99.99450296,jiao4,,10000,,76,Infinity,,,倒噍 倒噍 dao3 jiao4 to ruminate (of cows)<br>噍 噍 jiao4 to chew<br>噍類 噍类 jiao4 lei4 a living being (esp. human)<br>
6901,洫,14,99.99451019,xu4,,10000,,76,Infinity,,,洫 洫 xu4 to ditch/a moat<br>
6906,絁,14,99.99454637,shi1,,10000,,76,Infinity,,,"絁 絁 shi1 rough, indelicate silk<br>"
6907,鍩,14,99.9945536,tian3,,10000,,76,Infinity,锘,,
6908,趨,14,99.99456084,qu1,,10000,,76,Infinity,趋,,
6909,蒽,14,99.99456807,en1,,10000,,76,Infinity,,,蒽 蒽 en1 anthracene<br>蒽醌 蒽醌 en1 kun1 anthraquinone (chemistry)<br>
6910,絲,14,99.99457531,si1,,10000,,76,Infinity,丝纟,,
6911,膫,14,99.99458254,liao2,,10000,,76,Infinity,膋,,膫 膫 Liao2 name of a state during Han Dynasty<br>膫 膫 liao2 male genitals/old variant of 膋[liao2]<br>
6912,臅,14,99.99458978,chu4,,10000,,76,Infinity,,,
6913,茖,14,99.99459701,luo4,,10000,,76,Infinity,,,茖 茖 ge2 allium victorialis<br>
6914,蘇,14,99.99460425,su1,,10000,,76,Infinity,苏,,
6915,詞,14,99.99461148,ci2,,10000,,76,Infinity,词,WK_L19,
6916,詾,14,99.99461872,xiong1,,10000,,76,Infinity,訩,,
6917,贆,14,99.99462595,biao1,,10000,,76,Infinity,,,
6918,蹨,14,99.99463319,nian3,,10000,,76,Infinity,,,
6919,農,14,99.99464042,nong2,,10000,,76,Infinity,莀农,WK_L10,
6920,錄,14,99.99464766,lu4,,10000,,76,Infinity,录録,Variant_WK_L28,
6921,鐘,14,99.99465489,zhong1,,10000,,76,Infinity,钟鍾,WK_L45,
6922,鰜,14,99.99466213,jian1,,10000,,76,Infinity,鳒,,
6923,鹽,14,99.99466936,yan2,,10000,,76,Infinity,塩盐,Variant_WK_L17,
6924,赕,14,99.9946766,dan3,,10000,,76,Infinity,賧,,賧 赕 dan3 (old barbarian dialects) to pay a fine in atonement/river/Taiwan pr. [tan4]<br>賧佛 赕佛 dan3 fo2 (Dai language) to make offerings to Buddha<br>
6925,鯔,14,99.99468383,zi1,,10000,,76,Infinity,鲻,,
6926,鯮,14,99.99469107,zong1,,10000,,76,Infinity,,,
6927,蔯,13,99.99469778,chen2,,10000,,76,Infinity,,,蔯 蔯 chen2 a variety of artemisia<br>
6928,貙,13,99.9947045,chu1,,10000,,76,Infinity,,,
6929,餬,13,99.99471122,hu2,,10000,,76,Infinity,,,
6930,躜,13,99.99471794,zuan1,,10000,,76,Infinity,躦,,躦 躜 zuan1 to jump<br>
6931,鳀,13,99.99472466,ti2,,10000,,76,Infinity,鯷,,鯷 鳀 ti2 anchovy<br>鯷魚 鳀鱼 ti2 yu2 anchovy<br>
6932,鹡,13,99.99473138,ji2,,10000,,76,Infinity,鶺,,大斑鶺鴒 大斑鹡鸰 da4 ban1 ji2 ling2 (bird species of China) white-browed wagtail (Motacilla maderaspatensis)<br>山鶺鴒 山鹡鸰 shan1 ji2 ling2 (bird species of China) forest wagtail (Dendronanthus indicus)<br>日本鶺鴒 日本鹡鸰 Ri4 ben3 ji2 ling2 (bird species of China) Japanese wagtail (Motacilla grandis)<br>灰鶺鴒 灰鹡鸰 hui1 ji2 ling2 (bird species of China) grey wagtail (Motacilla cinerea)<br>
6933,,13,99.99473809,,,10000,,76,Infinity,,,
6934,蠋,13,99.99474481,zhu2,,10000,,76,Infinity,,,蠋 蠋 zhu2 caterpillar<br>
6936,蜁,13,99.99475825,xuan2,,10000,,76,Infinity,,,
6939,鎰,13,99.9947784,yi4,,10000,,76,Infinity,镒,,
6941,铓,13,99.99479184,mang2,,10000,,76,Infinity,鋩,,鋒鋩 锋铓 feng1 mang2 variant of 鋒芒|锋芒[feng1 mang2]<br>鋩 铓 mang2 sharp point/point of sword<br>
6943,磾,13,99.99480528,di1,,10000,,76,Infinity,,,
6944,葷,13,99.99481199,hun1,,10000,,76,Infinity,荤,,
6945,螘,13,99.99481871,yi3,,10000,,76,Infinity,蟻,,螘 螘 yi3 ant/variant of 蟻|蚁[yi3]<br>
6947,雲,13,99.99483215,yun2,,10000,,76,Infinity,云,WK_L8,
6948,顗,13,99.99483887,yi3,,10000,,76,Infinity,,,"智顗 智顗 Zhi4 yi3 Zhiyi (538-597), founder of the Tiantai sect of Buddhism<br>顗 顗 yi3 pleasing/respectful manner<br>"
6949,蟫,13,99.99484559,yin2,,10000,,76,Infinity,,,
6951,骃,13,99.99485902,yin1,,10000,,76,Infinity,駰,,駰 骃 yin1 iron-gray (horse)<br>
6952,蔀,13,99.99486574,bu4,,10000,,76,Infinity,,,蔀 蔀 bu4 cycle of 76 years/shade<br>
6953,诪,13,99.99487246,zhou1,,10000,,76,Infinity,譸,,譸 诪 zhou1 (literary) to curse/to deceive/to lie<br>
6954,猹,13,99.99487918,cha2,,10000,,76,Infinity,,,猹 猹 cha2 Badger-like wild animal<br>
6955,鋬,13,99.99488589,pan4,,10000,,76,Infinity,,,
6956,盤,13,99.99489261,pan2,,10000,,76,Infinity,盘,WK_L38,上不得臺盤 上不得台盤 shang4 bu4 de2 tai2 pan2 too uncouth to appear in public (idiom)/unfit for a public role<br>
6957,齾,13,99.99489933,e4,,10000,,76,Infinity,鮟,,齾 齾 ya4 dented/chipped/gap-toothed/toothless<br>
6959,聞,13,99.99491277,wen2,,10000,,76,Infinity,闻,WK_L10,
6960,舉,13,99.99491949,ju3,,10000,,76,Infinity,擧举,,
6961,虡,13,99.9949262,ju4,,10000,,76,Infinity,,,虡 虡 ju4 bell pendant stand<br>
6962,評,13,99.99493292,ping2,,10000,,76,Infinity,评,WK_L21,
6963,鍋,13,99.99493964,guo1,,10000,,76,Infinity,锅,WK_L35,
6964,陣,13,99.99494636,zhen4,,10000,,76,Infinity,阵陳,WK_L37,
6965,紬,13,99.99495308,chou1,,10000,,76,Infinity,綢,,
6966,訢,13,99.99495979,xi1,,10000,,76,Infinity,,,
6967,蔎,13,99.99496651,she4,,10000,,76,Infinity,,,蔎 蔎 she4 Thea sinensis<br>
6968,繸,12,99.99497271,sui4,,10000,,76,Infinity,,,
6969,绖,12,99.99497892,die2,,10000,,76,Infinity,絰,,絰 绖 die2 hempen band worn on the head or waist by a mourner<br>
6971,駮,12,99.99499132,bo2,,10000,,76,Infinity,駁,,
6972,鰡,12,99.99499752,liu2,,10000,,76,Infinity,,,
6973,鵳,12,99.99500372,jian1,,10000,,76,Infinity,,,
6975,筴,12,99.99501612,jia1,,10000,,76,Infinity,,,
6979,腩,12,99.99504093,nan3,,10000,,76,Infinity,,,牛腩 牛腩 niu2 nan3 brisket (esp. Cantonese)/belly beef/spongy meat from cow's underside and neighboring ribs/erroneously translated as sirloin<br>肚腩 肚腩 du4 nan3 belly<br>腩 腩 nan3 brisket/belly beef/spongy meat from cow's underside and neighboring ribs/see 牛腩[niu2 nan3] esp. Cantonese/erroneously translated as sirloin<br>腩炙 腩炙 nan3 zhi4 stewed brisket<br>
6981,礓,12,99.99505333,jiang1,,10000,,76,Infinity,,,砂礓 砂礓 sha1 jiang1 concretion (geology)<br>礓 礓 jiang1 a small stone<br>
6982,袛,12,99.99505953,di1,,10000,,76,Infinity,,,
6983,貐,12,99.99506574,yu3,,10000,,76,Infinity,,,
6984,蹐,12,99.99507194,ji2,,10000,,76,Infinity,,,蹐 蹐 ji2 walk with short steps<br>
6989,鑑,12,99.99510294,jian4,,10000,,76,Infinity,鑒,WK_L31,
6991,霑,12,99.99511535,zhan1,,10000,,76,Infinity,,,
6994,騃,12,99.99513395,ai2,,10000,,76,Infinity,呆騝,Variant_WK_L54,愚騃 愚騃 yu2 ai2 stupid/foolish<br>痴騃 痴騃 chi1 ai2 stupid/foolish<br>騃 騃 ai2 stupid/idiotic<br>
6996,辀,12,99.99514635,zhou1,,10000,,76,Infinity,輈,,輈 辀 zhou1 (literary) shaft (of a cart)/cart<br>
6997,胠,12,99.99515256,qu1,,10000,,76,Infinity,,,胠 胠 qu1 flank of animal/side/to pry open/to steal<br>胠篋 胠箧 qu1 qie4 to steal/to pilfer<br>胠篋者流 胠箧者流 qu1 qie4 zhe3 liu2 thieves/pilferers<br>
7000,靰,12,99.99517116,wu4,,10000,,76,Infinity,,,靰 靰 wu4 leg warmer<br>
7001,鞡,12,99.99517736,la,,10000,,76,Infinity,,,鞡 鞡 la5 leg warmer<br>
7002,缻,12,99.99518356,fou3,,10000,,76,Infinity,缶,Variant_WK_L44,
7003,輳,12,99.99518976,cou4,,10000,,76,Infinity,辏,,
7004,闆,12,99.99519597,pan3,,10000,,76,Infinity,板,Variant_WK_L29,
7006,紤,12,99.99520837,jiu3,,10000,,76,Infinity,,,
7007,翹,12,99.99521457,qiao4,,10000,,76,Infinity,翘拇,,
7008,聯,12,99.99522077,lian2,,10000,,76,Infinity,联聨,,美國聯合通訊社 美国聯合通訊社 Mei3 guo2 Lian2 he2 Tong1 xun4 she4 Associated Press (AP)/abbr. to 美聯社|美联社[Mei3 Lian2 she4]<br>
7009,詢,12,99.99522697,xun2,,10000,,76,Infinity,询,,
7010,課,12,99.99523317,ke4,,10000,,76,Infinity,课,WK_L13,
7011,豐,12,99.99523938,feng1,,10000,,76,Infinity,丰豊,Variant_WK_L25,
7012,賴,12,99.99524558,lai4,,10000,,76,Infinity,頼赖,Variant_WK_L36,
7013,輸,12,99.99525178,shu1,,10000,,76,Infinity,输,WK_L24,
7014,遲,12,99.99525798,chi2,,10000,,76,Infinity,迟遅,Variant_WK_L35,
7015,鐣,12,99.99526418,zhang3,,10000,,76,Infinity,,,
7016,齡,12,99.99527038,ling2,,10000,,76,Infinity,龄齢,Variant_WK_L38,
7017,莤,12,99.99527658,you2,,10000,,76,Infinity,,,
7018,鱯,12,99.99528279,hu4,,10000,,76,Infinity,鳠,,
7019,缽,11,99.99528847,bo1,,10000,,76,Infinity,鉢钵,Variant_WK_L48,
7020,邲,11,99.99529415,bi4,,10000,,76,Infinity,,,邲 邲 Bi4 surname Bi/ancient place name<br>
7021,唼,11,99.99529984,sha4,,10000,,76,Infinity,,,唼 唼 sha3 to speak evil/gobbling sound made by ducks<br>
7022,鐻,11,99.99530552,ju4,,10000,,76,Infinity,,,鐻 鐻 ju4 (mus. instr.)<br>
7023,閟,11,99.99531121,bi4,,10000,,76,Infinity,,,閟 閟 bi4 hidden/hide<br>
7024,駚,11,99.99531689,yang3,,10000,,76,Infinity,,,
7027,肏,11,99.99533395,cao4,,10000,,76,Infinity,,,肏 肏 cao4 to fuck (vulgar)<br>肏你媽 肏你妈 cao4 ni3 ma1 fuck your mother (vulgar)<br>肏屄 肏屄 cao4 bi1 to fuck (a woman) (vulgar)<br>肏蛋 肏蛋 cao4 dan4 damn it!/fuck! (vulgar)/Satan (loanword)/devil<br>
7028,萩,11,99.99533963,jiao1,,10000,,76,Infinity,,,萩 萩 qiu1 Lespedeza bicolor<br>
7029,跐,11,99.99534532,ci1,,10000,,76,Infinity,跴,,跐 跐 ci3 to trample/to step/to walk on the ball of the foot<br>
7030,蹅,11,99.995351,zha1,,10000,,76,Infinity,,,
7031,瞢,11,99.99535669,meng2,,10000,,76,Infinity,,,瞢 瞢 meng2 eyesight obscured/to feel ashamed<br>
7032,罽,11,99.99536237,ji4,,10000,,76,Infinity,,,罽 罽 ji4 (fishing net)/woolen rug<br>
7033,聭,11,99.99536805,kui4,,10000,,76,Infinity,,,
7034,辻,11,99.99537374,shi2,,10000,,76,Infinity,,,辻 辻 shi2 (Japanese kokuji) street corner/intersection/used in Japanese personal and place names/pr. tsuji<br>
7035,铚,11,99.99537942,zhi4,,10000,,76,Infinity,銍,,銍 铚 zhi4 sickle<br>
7036,箦,11,99.99538511,ze2,,10000,,76,Infinity,簀,,簀 箦 ze2 reed mat<br>
7038,菑,11,99.99539648,zi1,,10000,,76,Infinity,災灾烖甾,Variant_WK_L20,菑 菑 Zi1 field recently opened for cultivation/surname Zi<br>
7039,蹟,11,99.99540216,ji4,,10000,,76,Infinity,跡迹速,Variant_WK_L10,
7042,睺,11,99.99541922,hou2,,10000,,76,Infinity,,,"摩睺羅伽 摩睺罗伽 mo2 hou2 luo2 jia1 Mahoraga, snake's headed Indian deity/a protector deity of Buddhist law<br>睺 睺 hou2 (appears as phonetic ho, especially in words taken from Sanskrit)/half-blind (archaic)<br>羅睺 罗睺 luo2 hou2 the intersection of the Moon's orbit with the ecliptic in Vedic astronomy (Sanskrit rahu)<br>"
7043,閒,11,99.9954249,jian1,,10000,,76,Infinity,間,Variant_WK_L8,閒 閒 jian1 variant of 間|间[jian1]<br>閒 閒 jian4 variant of 間|间[jian4]<br>
7044,鈦,11,99.99543059,tai4,,10000,,76,Infinity,钛,,
7045,顩,11,99.99543627,yan3,,10000,,76,Infinity,,,
7047,闇,11,99.99544764,an1,,10000,,76,Infinity,暗,WK_L48,
7048,鹹,11,99.99545332,jian3,,10000,,76,Infinity,咸,,
7049,,11,99.99545901,,,10000,,76,Infinity,,,
7050,禍,11,99.99546469,huo4,,10000,,76,Infinity,祸,WK_L59,
7051,窩,11,99.99547038,wo1,,10000,,76,Infinity,窝,,
7052,純,11,99.99547606,chun2,,10000,,76,Infinity,纯,WK_L34,
7053,縱,11,99.99548175,zong4,,10000,,76,Infinity,纵,,
7054,聖,11,99.99548743,sheng4,,10000,,76,Infinity,圣堊,WK_L34,
7055,聛,11,99.99549312,bi3,,10000,,76,Infinity,,,
7056,脮,11,99.9954988,tui3,,10000,,76,Infinity,,,
7057,衝,11,99.99550449,chong1,,10000,,76,Infinity,冲,WK_L40,
7058,訊,11,99.99551017,xun4,,10000,,76,Infinity,讯,,美國聯合通訊社 美国聯合通訊社 Mei3 guo2 Lian2 he2 Tong1 xun4 she4 Associated Press (AP)/abbr. to 美聯社|美联社[Mei3 Lian2 she4]<br>
7059,馬,11,99.99551586,ma3,,10000,,76,Infinity,马,WK_L8,
7060,諹,11,99.99552154,yang2,,10000,,76,Infinity,,,
7061,誖,11,99.99552722,bei4,,10000,,76,Infinity,,,
7062,蕅,11,99.99553291,ou3,,10000,,76,Infinity,,,
7063,鰨,11,99.99553859,ta3,,10000,,76,Infinity,鳎,,
7064,睒,10,99.99554376,shan3,,10000,,76,Infinity,,,睒 睒 shan3 furtively glance/glittering<br>
7065,笰,10,99.99554893,fei4,,10000,,76,Infinity,,,笰 笰 fu2 duster<br>
